freq p1h p2h zpidg(0..3) hpidg(0..3) ppidg(0..3) rpidg(0..3) gz_rc gz_wam maxmrate mg
250 101199 101149 [ 0 0 0.005 -1 ] [ 0 0 0.015 -1 ] [ 0.1 0 0.02 -1 ] [ 0.1 0 0.02 -1 ] 0.1 0.65 500 41

time      t_abs     comp      t1       t2       p1          p2          dz       hdg      pitch    roll     cal tz   th   tp   tr   zov         hov         pov         rov         m1  m2  m3  m4  err       
1.708     2112.210  18750     25.729   25.729   101198.562  101144.945  -0.008   18.988   11.833   -87.240  0   -15  -26  -5   -4   -0.008      6.298       -7.727      12.238      100 100 100 100 0000000000000000
1.712     2112.214  18281     25.521   25.521   101193.930  101150.492  0.002    19.721   13.673   -84.214  0   -15  -26  -4   -5   -0.012      -2.749      -5.964      -12.211     100 100 100 100 0000000000000000
1.716     2112.218  19323     25.699   25.699   101197.391  101160.422  -0.008   20.795   12.797   -83.036  0   -16  -27  -4   -4   -1.238      -7.777      2.700       7.018       100 100 100 100 0000000000000000
1.720     2112.222  19948     25.584   25.584   101217.938  101140.070  -0.037   21.755   13.871   -84.943  0   -16  -26  -5   -4   0.036       0.147       -12.259     17.630      100 100 100 100 0000000000000000
1.724     2112.226  24323     25.559   25.559   101207.422  101142.109  -0.045   22.223   14.072   -85.928  0   -17  -27  -5   -3   -1.240      -5.505      -2.910      18.215      100 100 100 100 0000000000000000
1.728     2112.230  19583     25.621   25.621   101213.820  101135.695  -0.059   21.818   13.616   -85.630  0   -17  -27  -4   -3   0.017       1.522       5.517       6.775       100 100 100 100 0000000000000000
1.732     2112.234  22916     25.626   25.626   101185.062  101129.000  -0.005   21.345   15.611   -86.225  0   -17  -25  -6   -4   -0.068      9.271       -22.138     6.196       100 100 100 100 0000000000000000
1.736     2112.238  22448     25.645   25.645   101210.578  101152.430  -0.032   19.167   15.203   -86.666  0   -17  -26  -6   -4   0.034       4.420       -0.080      10.472      100 100 100 100 0000000000000000
1.740     2112.242  22760     25.614   25.614   101199.016  101151.695  -0.034   19.080   16.764   -87.653  0   -17  -26  -7   -5   0.002       0.327       -15.181     8.199       100 100 100 100 0000000000000000
1.744     2112.246  17813     25.697   25.697   101183.828  101166.750  -0.020   18.113   15.039   -86.252  0   -17  -26  -6   -5   -0.017      3.626       11.522      1.123       100 100 100 100 0000000000000000
1.748     2112.250  21719     25.558   25.558   101195.695  101163.266  -0.028   19.386   14.203   -85.003  0   -17  -25  -6   -5   0.010       -1.026      2.159       1.755       100 100 100 100 0000000000000000
1.752     2112.254  21198     25.616   25.616   101191.852  101155.070  -0.019   18.974   13.781   -84.927  0   -17  -25  -6   -5   -0.012      1.548       0.132       7.608       100 100 100 100 0000000000000000
1.756     2112.258  21041     25.639   25.639   101226.719  101156.273  -0.084   18.459   12.822   -85.165  0   -18  -23  -6   -5   -1.169      9.430       2.912       9.208       100 100 100 100 0000000000000000
1.760     2112.262  21302     25.499   25.499   101195.852  101143.383  -0.067   18.199   11.980   -84.629  0   -18  -23  -5   -5   -0.020      0.974       7.513       5.283       100 100 100 100 0000000000000000
1.764     2112.266  18229     25.491   25.491   101202.203  101150.781  -0.073   19.501   12.232   -86.584  0   -17  -25  -3   -6   1.257       -12.382     7.218       12.833      100 100 100 100 0000000000000000
1.768     2112.270  18073     25.732   25.732   101214.344  101141.898  -0.094   20.251   12.830   -87.356  0   -17  -25  -2   -7   0.026       -2.811      0.527       6.898       100 100 100 100 0000000000000000
1.772     2112.274  22604     25.583   25.583   101203.406  101153.562  -0.104   20.541   12.456   -88.147  0   -17  -26  -2   -6   0.013       -4.838      0.424       17.166      100 100 100 100 0000000000000000
1.776     2112.278  23020     25.684   25.684   101198.961  101150.883  -0.102   21.012   11.985   -86.819  0   -17  -26  -2   -7   -0.003      -1.768      0.953       -3.655      100 100 100 100 0000000000000000
1.780     2112.282  18541     25.399   25.399   101203.227  101141.352  -0.098   20.514   12.333   -86.963  0   -17  -26  -3   -7   -0.005      1.867       -8.271      8.714       100 100 100 100 0000000000000000
1.784     2112.286  17708     25.560   25.560   101215.125  101145.586  -0.124   20.961   13.956   -88.004  0   -17  -27  -2   -7   0.032       -5.426      -4.709      13.305      100 100 100 100 0000000000000000
1.788     2112.290  18385     25.593   25.593   101192.422  101160.422  -0.118   20.796   13.820   -86.657  0   -17  -27  -2   -7   -0.007      0.617       -0.903      1.230       100 100 100 100 0000000000000000
1.792     2112.294  19583     25.660   25.660   101197.094  101162.461  -0.124   20.892   12.873   -85.359  0   -16  -28  -2   -6   1.258       -4.108      3.248       6.447       100 100 100 100 0000000000000000
1.796     2112.298  24635     25.594   25.594   101189.898  101164.578  -0.118   21.867   13.514   -86.775  0   -16  -28  -2   -6   -0.008      -3.656      -4.757      15.159      100 100 100 100 0000000000000000
1.800     2112.302  22864     25.588   25.588   101187.992  101142.477  -0.083   21.592   13.573   -85.203  0   -16  -27  -3   -6   -0.044      4.778       -6.954      0.060       100 100 100 100 0000000000000000
1.804     2112.306  21042     25.494   25.494   101212.617  101141.477  -0.099   20.153   14.496   -84.263  0   -16  -27  -3   -6   0.021       5.399       -6.363      3.123       100 100 100 100 0000000000000000
1.808     2112.310  19740     25.661   25.661   101214.203  101155.117  -0.134   20.004   14.466   -84.729  0   -16  -27  -3   -4   0.043       0.557       -1.595      20.407      100 100 100 100 0000000000000000
1.812     2112.314  17708     25.586   25.586   101194.453  101154.875  -0.125   22.784   14.001   -83.488  0   -15  -27  -3   -4   1.240       -10.424     0.625       1.742       100 100 100 100 0000000000000000
1.816     2112.318  18386     25.694   25.694   101198.828  101139.805  -0.109   21.736   12.453   -81.877  0   -16  -27  -6   -3   -1.270      3.930       -9.108      4.834       100 100 100 100 0000000000000000
1.820     2112.322  21406     25.539   25.539   101190.625  101160.375  -0.100   21.065   12.620   -81.072  0   -16  -27  -6   -3   -0.011      2.516       -2.696      3.780       100 100 100 100 0000000000000000
1.824     2112.326  20000     25.512   25.512   101201.812  101129.281  -0.080   20.773   13.118   -81.266  0   -16  -28  -6   -3   -0.026      -2.657      -4.404      8.797       100 100 100 100 0000000000000000
1.828     2112.330  22031     25.721   25.721   101194.930  101143.734  -0.062   19.032   14.227   -80.781  0   -16  -28  -6   -3   -0.022      6.529       -7.564      5.354       100 100 100 100 0000000000000000
1.832     2112.334  19740     25.393   25.393   101186.617  101144.719  -0.029   19.498   13.674   -80.931  0   -16  -28  -6   -3   -0.042      -1.746      0.798       8.544       100 100 100 100 0000000000000000
1.836     2112.338  18281     25.547   25.547   101212.961  101143.523  -0.050   20.284   12.875   -81.166  0   -16  -29  -5   -1   0.027       -6.698      7.204       19.191      100 100 100 100 0000000000000000
1.840     2112.342  18385     25.566   25.566   101181.977  101151.289  -0.015   19.967   13.460   -82.108  0   -16  -29  -5   -2   -0.044      1.189       -4.769      7.720       100 100 100 100 0000000000000000
1.844     2112.346  19739     25.727   25.727   101211.945  101156.484  -0.050   19.495   12.361   -82.429  0   -17  -29  -5   -3   -1.207      1.768       3.760       4.547       100 100 100 100 0000000000000000
1.848     2112.350  24895     25.537   25.537   101202.062  101138.117  -0.042   20.557   12.075   -81.577  0   -17  -28  -5   -3   -0.010      -0.231      -0.277      3.600       100 100 100 100 0000000000000000
1.852     2112.354  19635     25.577   25.577   101185.727  101172.406  -0.038   18.843   12.730   -80.758  0   -17  -29  -6   -3   -0.004      2.676       -10.149     3.679       100 100 100 100 0000000000000000
1.856     2112.358  17917     25.542   25.542   101172.000  101151.633  0.017    19.287   12.048   -80.766  0   -17  -29  -6   -3   -0.069      -1.666      1.603       7.816       100 100 100 100 0000000000000000
1.860     2112.362  18281     25.633   25.633   101185.070  101147.805  0.047    19.599   10.065   -81.178  0   -17  -29  -6   -2   -0.038      -1.169      8.308       14.981      100 100 100 100 0000000000000000
1.864     2112.366  17812     25.632   25.632   101213.125  101124.805  0.043    19.104   9.675    -81.504  0   -17  -29  -5   -2   0.005       1.858       5.484       9.579       100 100 100 100 0000000000000000
1.868     2112.370  21615     25.499   25.499   101208.086  101159.734  0.011    20.040   10.539   -81.596  0   -17  -29  -5   -2   0.040       -3.510      -5.873      8.417       100 100 100 100 0000000000000000
1.872     2112.374  17708     25.480   25.480   101220.438  101166.180  -0.053   19.838   9.769    -83.681  0   -18  -29  -6   -3   -1.170      0.757       -2.730      13.496      100 100 100 100 0000000000000000
1.876     2112.378  17916     25.572   25.572   101201.312  101147.031  -0.054   20.545   10.040   -83.029  0   -18  -29  -6   -4   0.000       -2.649      -2.957      -0.357      100 100 100 100 0000000000000000
1.880     2112.382  24687     25.534   25.534   101194.195  101152.414  -0.045   22.974   8.943    -82.344  0   -18  -29  -5   -5   -0.011      -9.110      9.090       -0.692      100 100 100 100 0000000000000000
1.884     2112.386  21302     25.618   25.618   101212.570  101150.172  -0.073   23.650   9.553    -81.712  0   -19  -29  -5   -4   -1.216      -2.534      -4.505      9.610       100 100 100 100 0000000000000000
1.888     2112.390  18229     25.557   25.557   101203.531  101150.492  -0.081   23.713   10.793   -82.605  0   -19  -29  -5   -3   0.010       -0.236      -7.781      17.426      100 100 100 100 0000000000000000
1.892     2112.394  23177     25.696   25.696   101197.180  101161.195  -0.087   22.496   10.346   -83.443  0   -19  -29  -6   -3   0.008       4.561       -4.397      12.235      100 100 100 100 0000000000000000
1.896     2112.398  21042     25.482   25.482   101188.719  101151.930  -0.065   23.408   11.619   -83.271  0   -18  -29  -7   -3   1.223       -3.419      -13.227     7.165       100 100 100 100 0000000000000000
1.900     2112.402  19844     25.567   25.567   101187.375  101152.297  -0.042   21.521   11.018   -83.210  0   -18  -28  -8   -3   -0.029      10.827      -3.900      7.720       100 100 100 100 0000000000000000
1.904     2112.406  18333     25.649   25.649   101196.906  101141.977  -0.028   20.592   10.262   -80.796  0   -19  -28  -8   -3   -1.268      3.483       1.957       -4.290      100 100 100 100 0000000000000000
1.908     2112.410  19740     25.468   25.468   101205.031  101161.773  -0.053   22.420   11.054   -81.378  0   -19  -28  -9   -3   0.032       -6.855      -10.967     10.745      100 100 100 100 0000000000000000
1.912     2112.414  21198     25.653   25.653   101209.906  101148.430  -0.073   24.000   11.990   -80.006  0   -20  -29  -9   -3   -1.225      -9.675      -6.780      0.841       100 100 100 100 0000000000000000
1.916     2112.418  19271     25.630   25.630   101197.195  101152.266  -0.070   26.106   13.445   -79.531  0   -19  -29  -9   -3   1.246       -7.897      -9.517      5.279       100 100 100 100 0000000000000000
1.920     2112.422  19584     25.621   25.621   101199.109  101157.852  -0.077   26.875   13.562   -79.514  0   -18  -30  -9   -3   1.259       -6.633      -2.841      7.565       100 100 100 100 0000000000000000
1.924     2112.426  19635     25.432   25.432   101185.367  101149.820  -0.046   24.939   13.382   -80.473  0   -18  -30  -9   -3   -0.038      7.257       -1.338      12.541      100 100 100 100 0000000000000000
1.928     2112.430  20260     25.734   25.734   101182.289  101150.062  -0.011   25.741   13.390   -80.614  0   -18  -29  -9   -3   -0.045      0.744       -2.284      8.468       100 100 100 100 0000000000000000
1.932     2112.434  17760     25.381   25.381   101189.523  101135.461  0.025    25.029   15.722   -79.627  0   -18  -29  -9   -4   -0.045      2.671       -14.129     -2.374      100 100 100 100 0000000000000000
1.936     2112.438  17916     25.564   25.564   101215.883  101173.312  -0.038   24.073   16.070   -79.066  0   -18  -29  -10  -4   0.079       3.583       -9.348      4.703       100 100 100 100 0000000000000000
1.940     2112.442  26563     25.890   25.890   101191.805  101146.852  -0.019   24.262   15.552   -79.142  0   -19  -29  -11  -4   -1.274      -0.710      -5.067      7.895       100 100 100 100 0000000000000000
1.944     2112.446  19635     25.506   25.506   101213.953  101170.648  -0.073   25.369   14.225   -77.358  0   -21  -29  -11  -5   -2.432      -4.148      4.114       -6.682      100 100 100 100 0000000000000000
1.948     2112.450  21563     25.591   25.591   101202.664  101129.141  -0.056   25.441   13.655   -77.042  0   -21  -27  -12  -5   -0.022      7.229       -4.716      5.622       100 100 100 100 0000000000000000
1.952     2112.454  19792     25.685   25.685   101205.383  101149.000  -0.067   25.445   14.745   -77.662  0   -21  -27  -12  -7   0.014       -0.014      -8.124      0.165       100 100 100 100 0000000000000000
1.956     2112.458  21771     25.497   25.497   101191.609  101142.789  -0.041   25.507   16.485   -78.430  0   -21  -27  -11  -7   -0.032      -0.231      -6.449      10.986      100 100 100 100 0000000000000000
1.960     2112.462  18177     25.751   25.751   101196.070  101156.008  -0.041   24.446   16.607   -77.879  0   -21  -27  -11  -8   -0.000      3.979       -3.369      -0.767      100 100 100 100 0000000000000000
1.964     2112.466  18124     25.593   25.593   101193.586  101155.344  -0.035   25.213   16.459   -77.900  0   -21  -28  -11  -8   -0.008      -6.629      -2.009      7.091       100 100 100 100 0000000000000000
1.968     2112.470  20781     25.563   25.563   101204.875  101157.109  -0.055   25.997   16.029   -79.264  0   -21  -28  -11  -8   0.025       -2.940      -0.548      13.948      100 100 100 100 0000000000000000
